Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyReturn,TotalReturn,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,0.0036729999999999996,0.0039759999999999995,0.003709000000000001,0.003628,0.003986,-0.00031300000000000034,-0.07852483692925247,,-0.36365211365211375,8.100000000000078e-05,1.0223263506063949,0.020321123933768382,0.0038683999999999962,0.0037527333333333334,0.0034089333333333356,0.0038134524726523267,0.00010128311484285305,66.88514211372065,68.65111498182877,63.35319637750442,1.0140855408063696,50.34967583354802,0.00010208000000000005
2020-04-19,0.003986,0.004,0.003987,0.00389,0.004006,-2.0000000000000052e-05,-0.004992511233150288,1.0852164443234413,-0.30942480942480943,9.70000000000003e-05,1.024935732647815,0.024213679480778905,0.003849199999999996,0.003733533333333333,0.0033864000000000025,0.00388367870897849,0.0001515919066455505,81.56649234472823,69.53410141588283,105.63127420241904,1.4171585981739616,58.62911102500894,0.00011743999999999982
2020-04-18,0.004006,0.003849,0.004021,0.003918,0.003833,0.00017299999999999998,0.04513435950952256,1.0906615845358019,-0.305959805959806,0.00010300000000000066,1.0262889229198573,0.026871901904513606,0.0038009999999999967,0.0036834666666666666,0.0033478000000000023,0.0038325180634677346,0.000154981177644173,75.49156975587155,63.517905951460136,99.43889736469438,1.45138754572722,59.20677651548795,0.0001119999999999996
2020-04-17,0.003833,0.003858,0.00386,0.003782,0.0038439999999999998,-1.0999999999999725e-05,-0.002861602497398472,1.0435611216988838,-0.33593208593208596,7.799999999999994e-05,1.0206240084611318,0.020291363163371476,0.0037245999999999968,0.0036299999999999995,0.0033089333333333353,0.0037457770952016023,0.00014344571744602972,64.58385373614128,57.53107404925442,78.68941310991498,1.2573854086681227,55.70096288564172,9.927999999999994e-05
2020-04-16,0.0038439999999999998,0.0035619999999999996,0.0038759999999999997,0.003821,0.0035770000000000008,0.000266999999999999,0.07464355605255772,1.046555948815682,-0.3340263340263341,5.4999999999999494e-05,1.0143941376602983,0.015376013419066113,0.003658399999999997,0.003589666666666666,0.0032663333333333355,0.003702165642802403,0.00014892869706468635,52.09422720615361,54.004684205810996,48.273313206838836,1.2719547552949044,55.98503897714293,0.00010888
2020-04-15,0.0035770000000000008,0.003708,0.003657,0.003512,0.003745000000000001,-0.00016800000000000018,-0.04485981308411219,0.9738633269806699,-0.38028413028413016,0.00014500000000000016,1.0412870159453302,0.03871829105473969,0.0036099999999999973,0.0035412666666666663,0.003221000000000002,0.0036312484642036045,0.00014415777725003095,42.95615562404523,54.95991270563969,18.948641460856308,1.0107954212351988,50.268436587859526,5.960000000000011e-05
2020-04-14,0.003745000000000001,0.0036130000000000003,0.003745000000000001,0.0036299999999999995,0.003624,0.00012100000000000088,0.03338852097130267,1.0196025047644979,-0.35117810117810105,0.00011500000000000139,1.0316804407713502,0.031732891832229965,0.003633999999999997,0.0035081333333333324,0.0031815333333333356,0.003658372696305406,0.00018057871734968335,53.971270473104816,60.96179124643692,39.99022892644061,1.1928020801005046,54.396249024254566,6.960000000000013e-05
2020-04-13,0.003624,0.003529,0.0036299999999999995,0.00359,0.0035020000000000003,0.00012199999999999971,0.034837235865219786,0.9866594064797167,-0.37214137214137216,3.999999999999967e-05,1.0111420612813369,0.011422044545973634,0.0036313999999999964,0.003455066666666666,0.003137900000000002,0.003615059044458109,0.00019161567451246787,54.93838719113861,64.45705163310296,35.901058307209894,1.0723774235010728,51.746241362222484,6.647999999999984e-05
2020-04-12,0.0035020000000000003,0.003611,0.003684,0.003464,0.003602,-9.999999999999983e-05,-0.02776235424764015,0.953444051184318,-0.39327789327789325,0.00022000000000000014,1.0635103926096998,0.061077179344808476,0.0036919999999999965,0.0034023333333333327,0.003100966666666669,0.0036105885666871634,0.0002207381087263601,56.86060523973236,69.21638385408514,32.14904801102679,0.9596303719268711,48.96996829985253,0.00011199999999999986
2020-04-11,0.003602,0.003706,0.0036950000000000004,0.003595,0.0036969999999999998,-9.49999999999996e-05,-0.025696510684338546,0.9806697522461203,-0.37595287595287596,0.00010000000000000026,1.027816411682893,0.02704895861509339,0.0037779999999999958,0.003365266666666666,0.0030766333333333354,0.003664882850030745,0.0002771798256448588,67.59464016333082,75.39427316126152,51.99537416746941,1.0497107781407717,51.212629085793814,0.00012119999999999995
2020-04-10,0.0036969999999999998,0.003788,0.00374,0.0035859999999999998,0.003732,-3.500000000000031e-05,-0.009378349410503833,1.0065341682548326,-0.35949410949410954,0.00015400000000000006,1.0429447852760736,0.04126473740621652,0.0037797999999999955,0.003325066666666666,0.003029600000000002,0.0036963242750461174,0.00032808304767698254,75.84451498952177,79.29408966022687,68.94536564811156,1.1444814670210437,53.368680710068034,0.00011975999999999992
2020-04-09,0.003732,0.0039689999999999994,0.003867,0.0037310000000000004,0.003927,-0.00019499999999999986,-0.04965622612681433,1.0160631636264634,-0.35343035343035345,0.00013599999999999984,1.036451353524524,0.03463203463203459,0.0037173999999999957,0.003307466666666666,0.003041900000000002,0.0036959864125691764,0.00036791860093641116,82.44073842102232,81.01887699557943,85.28446127190807,1.180956703171903,54.14856248426955,0.00017551999999999992
2020-04-08,0.003927,0.003867,0.004004,0.003921,0.003932,-4.999999999999796e-06,-0.0012716174974567133,1.069153280696978,-0.3196465696465697,8.299999999999974e-05,1.0211680693700587,0.021108850457782234,0.0036179999999999962,0.003263066666666666,0.003074000000000002,0.0036779796188537647,0.00040017570200925846,88.89067090141027,80.30794628285798,106.05612013851487,1.4141182698412422,58.577008736785615,0.00024920000000000004
